"COUNTY","ZIPCODE","POPULATION","SERVICE_CONNECTIONS","VIOLATION_TYPE_NAME","ANALYTE_NAME","RESULT","MCL","ENF_ACTION_TYPE_ISSUED","year_violation","daystaken"
"SOLANO",95690,125,160,"MCL,  AVERAGE","ARSENIC","0.018 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",91
"SOLANO",95690,125,160,"MCL,  AVERAGE","ARSENIC","0.018 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"SOLANO",95690,125,160,"MCL,  AVERAGE","ARSENIC","0.018 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",90
"SOLANO",95690,125,160,"MCL,  AVERAGE","ARSENIC","0.018 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2015",89
"SOLANO",95690,125,160,"MCL,  AVERAGE","ARSENIC","0.017 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2016",90
"SOLANO",95690,125,160,"MCL,  AVERAGE","ARSENIC","0.017 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2016",91
"SOLANO",95690,125,160,"MCL,  AVERAGE","ARSENIC","0.011 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",91
"SOLANO",95690,125,160,"MCL,  AVERAGE","ARSENIC","0.011 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2017",89
"SONOMA",95404,26,12,"MCL,  AVERAGE","ARSENIC",".01320000 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"SONOMA",95404,26,12,"MCL,  AVERAGE","ARSENIC",".01170000 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",90
"SONOMA",95404,26,12,"MCL,  AVERAGE","ARSENIC","10.97 UG/L",NA,"FORMAL ENFORCEMENT ACTION ISSUED","2013",89
"SONOMA",95404,26,12,"MCL,  AVERAGE","ARSENIC",".0101875 MG/L",NA,"FORMAL ENFORCEMENT ACTION ISSUED","2013",90
"SONOMA",95404,26,12,"MCL,  AVERAGE","ARSENIC","10.74 UG/L",NA,"RETURN TO COMPLIANCE","2013",91
"SONOMA",95404,26,12,"MCL,  AVERAGE","ARSENIC","12.4 UG/L",NA,"FORMAL ENFORCEMENT ACTION ISSUED","2014",89
"SONOMA",95404,26,12,"MCL,  AVERAGE","ARSENIC","14.75 UG/L",NA,"FORMAL ENFORCEMENT ACTION ISSUED","2014",90
"SONOMA",95404,26,12,"MCL,  AVERAGE","ARSENIC","0.0135 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"SONOMA",95404,26,12,"MCL,  AVERAGE","ARSENIC","0.013 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2015",90
"SONOMA",95404,26,12,"MCL,  AVERAGE","ARSENIC","0.012 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2015",91
"SONOMA",95404,26,12,"MCL,  AVERAGE","ARSENIC","12.5 UG/L",NA,"RETURN TO COMPLIANCE","2016",90
"SONOMA",95404,26,12,"MCL,  AVERAGE","ARSENIC","0.01525 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",91
"SONOMA",95404,26,12,"MCL,  AVERAGE","ARSENIC","0.01675 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",90
"SONOMA",95404,26,12,"MCL,  AVERAGE","ARSENIC","0.0165 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2017",91
"SONOMA",94952,350,1,"MCL,  AVERAGE","ARSENIC",".0113 MG/L",NA,"RETURN TO COMPLIANCE","2013",89
"SONOMA",94952,350,1,"MCL,  AVERAGE","ARSENIC","12.3 UG/L",NA,"RETURN TO COMPLIANCE","2013",91
"SONOMA",95403,188,127,"MCL,  AVERAGE","ARSENIC",".01230000 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"SONOMA",95403,188,127,"MCL,  AVERAGE","ARSENIC",".01100000 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"STANISLAUS",95358,90,60,"MCL,  AVERAGE","ARSENIC","0.024 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",90
"STANISLAUS",95358,90,60,"MCL,  AVERAGE","ARSENIC","0.022 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"STANISLAUS",95358,90,60,"MCL,  AVERAGE","ARSENIC","0.022 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",89
"STANISLAUS",95358,90,60,"MCL,  AVERAGE","ARSENIC","0.024 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",91
"STANISLAUS",95358,90,60,"MCL,  AVERAGE","ARSENIC","0.024 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",89
"STANISLAUS",95358,90,60,"MCL,  AVERAGE","ARSENIC","0.022 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2014",91
"STANISLAUS",95358,90,60,"MCL,  AVERAGE","ARSENIC","0.021 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2015",89
"STANISLAUS",95316,110,2,"MCL,  AVERAGE","ARSENIC","0.014 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",90
"STANISLAUS",95316,110,2,"MCL,  AVERAGE","ARSENIC","0.014 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"STANISLAUS",95316,110,2,"MCL,  AVERAGE","ARSENIC","0.014 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",89
"STANISLAUS",95316,110,2,"MCL,  AVERAGE","ARSENIC","0.013 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",91
"STANISLAUS",95316,110,2,"MCL,  AVERAGE","ARSENIC","0.013 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",89
"STANISLAUS",95316,110,2,"MCL,  AVERAGE","ARSENIC","0.013 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2014",91
"STANISLAUS",95316,110,2,"MCL,  AVERAGE","ARSENIC","0.014 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",89
"STANISLAUS",95316,110,2,"MCL,  AVERAGE","ARSENIC","0.013 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2015",91
"STANISLAUS",95316,110,2,"MCL,  AVERAGE","ARSENIC","0.013 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2016",90
"STANISLAUS",95316,110,2,"MCL,  AVERAGE","ARSENIC","0.013 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2016",91
"STANISLAUS",95307,186,51,"MCL,  AVERAGE","ARSENIC","0.036 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"STANISLAUS",95307,186,51,"MCL,  AVERAGE","ARSENIC","0.037 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",90
"STANISLAUS",95307,186,51,"MCL, SINGLE SAMPLE","NITRATE","49 MG/L","45 MG/L","RETURN TO COMPLIANCE","2013",90
"STANISLAUS",95307,186,51,"MCL,  AVERAGE","ARSENIC","0.013 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",89
"STANISLAUS",95307,186,51,"MCL, SINGLE SAMPLE","NITRATE","47 MG/L","45 MG/L","RETURN TO COMPLIANCE","2014",90
"STANISLAUS",95307,186,51,"MCL,  AVERAGE","ARSENIC","0.033 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2014",90
"STANISLAUS",95307,186,51,"MCL, SINGLE SAMPLE","NITRATE","47 MG/L","45 MG/L","RETURN TO COMPLIANCE","2014",91
"STANISLAUS",95307,186,51,"MCL,  AVERAGE","ARSENIC","0.033 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"STANISLAUS",95307,186,51,"MCL, SINGLE SAMPLE","NITRATE","48 MG/L","45 MG/L","RETURN TO COMPLIANCE","2014",91
"STANISLAUS",95307,186,51,"MCL,  AVERAGE","ARSENIC","0.033 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2014",91
"STANISLAUS",95307,186,51,"MCL, SINGLE SAMPLE","NITRATE","54 MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",91
"STANISLAUS",95307,186,51,"MCL,  AVERAGE","ARSENIC","0.031 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",91
"STANISLAUS",95307,186,51,"MCL, SINGLE SAMPLE","NITRATE","14 MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"STANISLAUS",95307,186,51,"MCL,  AVERAGE","ARSENIC","0.032 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"STANISLAUS",95353,14246,4399,"MCL, SINGLE SAMPLE","NITRATE","50.45 MG/L","45 MG/L","RETURN TO COMPLIANCE","2012",30
"SUTTER",95676,350,93,"MCL,  AVERAGE","ARSENIC",".01780000 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"SUTTER",95676,350,93,"MCL,  AVERAGE","ARSENIC",".01780000 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"SUTTER",95676,350,93,"MCL,  AVERAGE","ARSENIC","18.3 UG/L","10 UG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",91
"SUTTER",95676,350,93,"MCL,  AVERAGE","ARSENIC","17.5 UG/L","10 UG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",90
"SUTTER",95676,350,93,"MCL,  AVERAGE","ARSENIC","19.5 UG/L","10 UG/L","RETURN TO COMPLIANCE","2015",89
"SUTTER",95676,350,93,"MCL,  AVERAGE","ARSENIC","19 UG/L","10 UG/L","RETURN TO COMPLIANCE","2013",89
"SUTTER",95676,350,93,"MCL,  AVERAGE","ARSENIC","18.3 UG/L","10 UG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"SUTTER",95676,350,93,"MCL,  AVERAGE","ARSENIC","18 UG/L","10 UG/L","RETURN TO COMPLIANCE","2015",91
"SUTTER",95957,38,2,"MCL, SINGLE SAMPLE","ARSENIC","18.0 UG/L","10.0 UG/L","RETURN TO COMPLIANCE","2013",91
"SUTTER",95957,38,2,"MCL,  AVERAGE","ARSENIC","18.0 UG/L","10 UG/L","RETURN TO COMPLIANCE","2014",89
"SUTTER",95957,38,2,"MCL,  AVERAGE","ARSENIC","17.0 UG/L","10 UG/L","RETURN TO COMPLIANCE","2015",90
"SUTTER",95957,38,2,"MCL,  AVERAGE","ARSENIC","16.8 UG/L","10 UG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",91
"SUTTER",95991,650,1,"MCL,  AVERAGE","ARSENIC",".01340000 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"SUTTER",95991,650,1,"MCL,  AVERAGE","ARSENIC","0.0198 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",89
"SUTTER",95991,650,1,"MCL,  AVERAGE","ARSENIC","0.0202 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"SUTTER",95991,650,1,"MCL,  AVERAGE","ARSENIC","0.0159 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",91
"SUTTER",95991,650,1,"MCL,  AVERAGE","ARSENIC","12.5 UG/L",NA,"RETURN TO COMPLIANCE","2014",90
"SUTTER",95991,650,1,"MCL,  AVERAGE","ARSENIC","12.6 UG/L","10 UG/L","RETURN TO COMPLIANCE","2014",91
"SUTTER",95991,650,1,"MCL,  AVERAGE","ARSENIC","14.3 UG/L","10 UG/L","RETURN TO COMPLIANCE","2015",89
"SUTTER",95991,650,1,"MCL,  AVERAGE","ARSENIC","19.1 UG/L","10 UG/L","RETURN TO COMPLIANCE","2015",91
"SUTTER",95953,109,1,"MCL,  AVERAGE","ARSENIC",".01440000 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"SUTTER",95953,109,1,"MCL,  AVERAGE","ARSENIC","0.014 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"SUTTER",95953,109,1,"MCL,  AVERAGE","ARSENIC","0.0128 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",90
"SUTTER",95993,200,3,"MCL,  AVERAGE","ARSENIC",".01400000 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",90
"SUTTER",95993,200,3,"MCL,  AVERAGE","ARSENIC",".01400000 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",91
"SUTTER",95993,200,3,"MCL,  AVERAGE","ARSENIC","0.0163 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",89
"SUTTER",95993,200,3,"MCL,  AVERAGE","ARSENIC","21.3 UG/L","10 UG/L","RETURN TO COMPLIANCE","2013",91
"SUTTER",95993,200,3,"MCL,  AVERAGE","ARSENIC","21.8 UG/L",NA,"FORMAL ENFORCEMENT ACTION ISSUED","2014",90
"SUTTER",95992,350,48,"MCL,  AVERAGE","ARSENIC",".01140000 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",90
"SUTTER",95953,50,1,"MCL,  AVERAGE","NITRATE","73.8 MG/L","45 MG/L","RETURN TO COMPLIANCE","2012",90
"SUTTER",95953,50,1,"MCL, SINGLE SAMPLE","NITRATE","75.4 MG/L","45 MG/L","RETURN TO COMPLIANCE","2013",90
"SUTTER",95953,50,1,"MCL, SINGLE SAMPLE","NITRATE","67.3 MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",89
"SUTTER",95953,50,1,"MCL, SINGLE SAMPLE","NITRATE","75.3 MG/L","45 MG/L","RETURN TO COMPLIANCE","2013",91
"SUTTER",95953,50,1,"MCL, SINGLE SAMPLE","NITRATE","64.2 MG/L","45 MG/L","RETURN TO COMPLIANCE","2014",90
"SUTTER",95953,50,1,"MCL, SINGLE SAMPLE","NITRATE","69.4 MG/L",NA,"FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"SUTTER",95953,50,1,"MCL, SINGLE SAMPLE","NITRATE","61.6 MG/L","45 MG/L","RETURN TO COMPLIANCE","2015",90
"SUTTER",95953,50,1,"MCL, SINGLE SAMPLE","NITRATE","16.5 MG/L","10 MG/L","RETURN TO COMPLIANCE","2015",91
"SUTTER",95953,50,1,"MCL, SINGLE SAMPLE","NITRATE","14.9 MG/L","10 MG/L","RETURN TO COMPLIANCE","2016",90
"SUTTER",95953,50,1,"MCL, SINGLE SAMPLE","NITRATE","16.8 MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",91
"TRINITY",96052,150,51,"MCL,  AVERAGE","ARSENIC",".02580000 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"TRINITY",96052,150,51,"MCL,  AVERAGE","ARSENIC",".02720000 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",91
"TRINITY",96052,150,51,"MCL,  AVERAGE","ARSENIC",".0234 MG/L",NA,"FORMAL ENFORCEMENT ACTION ISSUED","2013",89
"TRINITY",96052,150,51,"MCL,  AVERAGE","ARSENIC","0.0186 MG/L",NA,"FORMAL ENFORCEMENT ACTION ISSUED","2013",91
"TRINITY",96052,150,51,"MCL,  AVERAGE","ARSENIC","0.0271 MG/L",NA,"FORMAL ENFORCEMENT ACTION ISSUED","2014",89
"TRINITY",96052,150,51,"MCL,  AVERAGE","ARSENIC",".0194 MG/L",NA,"FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"TRINITY",96052,150,51,"MCL,  AVERAGE","ARSENIC","0.023 MG/L",NA,"RETURN TO COMPLIANCE","2015",89
"TULARE",93618,100,49,"MCL, SINGLE SAMPLE","NITRATE","56 MG/L","45 MG/L","RETURN TO COMPLIANCE","2012",90
"TULARE",93618,100,49,"MCL, SINGLE SAMPLE","NITRATE","47.8 MG/L","45 MG/L","RETURN TO COMPLIANCE","2012",91
"TULARE",93618,100,49,"MCL, SINGLE SAMPLE","NITRATE","47.4 MG/L","45 MG/L","RETURN TO COMPLIANCE","2014",89
"TULARE",93219,521,156,"MCL,  AVERAGE","ARSENIC",".012 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",90
"TULARE",93219,521,156,"MCL,  AVERAGE","ARSENIC",".012 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"TULARE",93219,521,156,"MCL,  AVERAGE","ARSENIC",".012 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",91
"TULARE",93219,521,156,"MCL,  AVERAGE","ARSENIC",".012 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",91
"TULARE",93219,521,156,"MCL,  AVERAGE","ARSENIC",".012 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2014",89
"TULARE",93219,521,156,"MCL,  AVERAGE","ARSENIC","0.012 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",91
"TULARE",93257,40,19,"MCL, SINGLE SAMPLE","NITRATE","84 MG/L","45 MG/L","RETURN TO COMPLIANCE","2013",89
"TULARE",93274,600,2,"MCL,  AVERAGE","ARSENIC",".018 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"TULARE",93274,600,2,"MCL,  AVERAGE","ARSENIC",".018 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"TULARE",93274,600,2,"MCL,  AVERAGE","ARSENIC",".018 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"TULARE",93274,600,2,"MCL,  AVERAGE","ARSENIC",".017 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",89
"TULARE",93274,600,2,"MCL,  AVERAGE","ARSENIC",".017 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",90
"TULARE",93274,600,2,"MCL,  AVERAGE","ARSENIC",".017 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",91
"TULARE",93274,600,2,"MCL,  AVERAGE","ARSENIC",".017 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",89
"TULARE",93271,384,137,"MCL,  AVERAGE","ARSENIC",".011 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",90
"TULARE",93271,384,137,"MCL,  AVERAGE","ARSENIC",".011 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",91
"TULARE",93271,384,137,"MCL,  AVERAGE","ARSENIC",".012 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",91
"TULARE",93274,120,36,"MCL, SINGLE SAMPLE","NITRATE","70.2 MG/L","45 MG/L","RETURN TO COMPLIANCE","2012",91
"TULARE",93274,120,36,"MCL, SINGLE SAMPLE","NITRATE","70.2 MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",89
"TULARE",93274,120,36,"MCL, SINGLE SAMPLE","NITRATE","70.2 MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",90
"TULARE",93274,120,36,"MCL, SINGLE SAMPLE","NITRATE","66.1 MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",91
"TULARE",93274,120,36,"MCL, SINGLE SAMPLE","NITRATE","66.1 MG/L","45 MG/L","RETURN TO COMPLIANCE","2014",89
"TULARE",93274,120,36,"MCL, SINGLE SAMPLE","NITRATE","14.4 MG/L","10 MG/L","RETURN TO COMPLIANCE","2015",91
"TULARE",93274,120,36,"MCL, SINGLE SAMPLE","NITRATE","14.6 MG/L","10 MG/L","RETURN TO COMPLIANCE","2016",90
"TULARE",93274,120,36,"MCL, SINGLE SAMPLE","NITRATE","13.8 MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",91
"TULARE",93274,250,9,"MCL,  AVERAGE","NITRATE","81.1 MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"TULARE",93274,250,9,"MCL,  AVERAGE","NITRATE","84.8 MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",90
"TULARE",93274,250,9,"MCL,  AVERAGE","NITRATE","78.4 MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",91
"TULARE",93615,6200,1039,"MCL, SINGLE SAMPLE","NITRATE","48.00000000 MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",89
"YOLO",95695,33,15,"MCL,  AVERAGE","NITRATE","11 MG/L","10 MG/L","RETURN TO COMPLIANCE","2016",91
